	airport_id	airport_name	year	month	origin_domestic	origin_international	origin_total	destination_domestic	destination_international	destination_total	destination_total	report_dt
8465	KDFW	DALLAS/FORT WORTH INTL ARPT	2009	11	22,021	864	22,885	21,986	863	22,849	22,849	2023-09-14
8466	KDFW	DALLAS/FORT WORTH INTL ARPT	2009	12	23,339	995	24,334	23,288	992	24,280	24,280	2023-09-14
8467	KDFW	DALLAS/FORT WORTH INTL ARPT	2009	TOTAL	279,742	11,468	291,210	279,206	11,405	290,611	290,611	2023-09-14
8468	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	1	23,220	1,023	24,243	23,195	1,022	24,217	24,217	2023-09-14
8469	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	2	21,482	1,005	22,487	21,429	1,007	22,436	22,436	2023-09-14
8470	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	3	24,296	1,170	25,466	24,261	1,167	25,428	25,428	2023-09-14
8471	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	4	23,248	1,096	24,344	23,269	1,085	24,354	24,354	2023-09-14
8472	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	5	24,086	1,031	25,117	24,040	1,026	25,066	25,066	2023-09-14
8473	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	6	24,963	980	25,943	24,925	970	25,895	25,895	2023-09-14
8474	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	7	26,184	1,009	27,193	26,158	995	27,153	27,153	2023-09-14
8475	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	8	26,281	973	27,254	26,234	965	27,199	27,199	2023-09-14
8476	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	9	24,380	863	25,243	24,334	855	25,189	25,189	2023-09-14
8477	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	10	24,773	908	25,681	24,731	901	25,632	25,632	2023-09-14
8478	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	11	23,227	798	24,025	23,185	796	23,981	23,981	2023-09-14
8479	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	12	24,271	950	25,221	24,235	944	25,179	25,179	2023-09-14
8480	KDFW	DALLAS/FORT WORTH INTL ARPT	2010	TOTAL	290,411	11,806	302,217	289,996	11,733	301,729	301,729	2023-09-14
8481	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	1	23,118	1,007	24,125	23,116	997	24,113	24,113	2023-09-14
8482	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	2	21,641	932	22,573	21,585	927	22,512	22,512	2023-09-14
8483	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	3	25,319	1,065	26,384	25,292	1,061	26,353	26,353	2023-09-14
8484	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	4	23,699	1,035	24,734	23,664	1,026	24,690	24,690	2023-09-14
8485	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	5	24,677	931	25,608	24,623	928	25,551	25,551	2023-09-14
8486	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	6	25,834	880	26,714	25,832	874	26,706	26,706	2023-09-14
8487	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	7	26,345	892	27,237	26,351	880	27,231	27,231	2023-09-14
8488	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	8	26,850	893	27,743	26,823	892	27,715	27,715	2023-09-14
8489	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	9	23,744	793	24,537	23,730	792	24,522	24,522	2023-09-14
8490	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	10	23,628	819	24,447	23,597	817	24,414	24,414	2023-09-14
8491	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	11	22,191	769	22,960	22,179	768	22,947	22,947	2023-09-14
8492	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	12	23,606	875	24,481	23,584	872	24,456	24,456	2023-09-14
8493	KDFW	DALLAS/FORT WORTH INTL ARPT	2011	TOTAL	290,652	10,891	301,543	290,376	10,834	301,210	301,210	2023-09-14
8494	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	1	22,701	895	23,596	22,678	894	23,572	23,572	2023-09-14
8495	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	2	21,323	862	22,185	21,309	856	22,165	22,165	2023-09-14
8496	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	3	24,178	989	25,167	24,180	982	25,162	25,162	2023-09-14
8497	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	4	22,541	919	23,460	22,532	920	23,452	23,452	2023-09-14
8498	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	5	23,623	904	24,527	23,578	902	24,480	24,480	2023-09-14
8499	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	6	24,841	865	25,706	24,818	859	25,677	25,677	2023-09-14
8500	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	7	26,174	886	27,060	26,147	884	27,031	27,031	2023-09-14
8501	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	8	26,031	858	26,889	25,995	857	26,852	26,852	2023-09-14
8502	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	9	23,201	772	23,973	23,172	763	23,935	23,935	2023-09-14
8503	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	10	23,710	782	24,492	23,695	773	24,468	24,468	2023-09-14
8504	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	11	22,338	751	23,089	22,335	753	23,088	23,088	2023-09-14
8505	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	12	23,202	919	24,121	23,187	929	24,116	24,116	2023-09-14
8506	KDFW	DALLAS/FORT WORTH INTL ARPT	2012	TOTAL	283,863	10,402	294,265	283,626	10,372	293,998	293,998	2023-09-14
8507	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	1	21,840	930	22,770	21,792	937	22,729	22,729	2023-09-14
8508	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	2	19,607	843	20,450	19,588	841	20,429	20,429	2023-09-14
8509	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	3	22,737	1,018	23,755	22,729	1,023	23,752	23,752	2023-09-14
8510	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	4	21,543	924	22,467	21,522	928	22,450	22,450	2023-09-14
8511	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	5	22,790	908	23,698	22,775	899	23,674	23,674	2023-09-14
8512	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	6	23,085	947	24,032	23,044	945	23,989	23,989	2023-09-14
8513	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	7	24,345	1,015	25,360	24,310	1,007	25,317	25,317	2023-09-14
8514	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	8	23,782	956	24,738	23,778	958	24,736	24,736	2023-09-14
8515	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	9	22,359	858	23,217	22,339	843	23,182	23,182	2023-09-14
8516	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	10	22,735	864	23,599	22,722	864	23,586	23,586	2023-09-14
8517	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	11	20,923	841	21,764	20,905	834	21,739	21,739	2023-09-14
8518	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	12	21,903	993	22,896	21,933	985	22,918	22,918	2023-09-14
8519	KDFW	DALLAS/FORT WORTH INTL ARPT	2013	TOTAL	267,649	11,097	278,746	267,437	11,064	278,501	278,501	2023-09-14
8520	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	1	20,082	1,048	21,130	20,039	1,052	21,091	21,091	2023-09-14
8521	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	2	18,545	987	19,532	18,522	982	19,504	19,504	2023-09-14
8522	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	3	21,712	1,168	22,880	21,608	1,165	22,773	22,773	2023-09-14
8523	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	4	20,125	1,037	21,162	20,036	1,034	21,070	21,070	2023-09-14
8524	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	5	21,776	1,016	22,792	21,660	1,010	22,670	22,670	2023-09-14
8525	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	6	22,632	999	23,631	22,566	983	23,549	23,549	2023-09-14
8526	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	7	23,919	979	24,898	23,914	971	24,885	24,885	2023-09-14
8527	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	8	23,399	931	24,330	23,424	889	24,313	24,313	2023-09-14
8528	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	9	22,103	834	22,937	22,095	832	22,927	22,927	2023-09-14
8529	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	10	22,557	861	23,418	22,559	860	23,419	23,419	2023-09-14
8530	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	11	20,008	853	20,861	20,055	846	20,901	20,901	2023-09-14
8531	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	12	20,945	989	21,934	20,932	989	21,921	21,921	2023-09-14
8532	KDFW	DALLAS/FORT WORTH INTL ARPT	2014	TOTAL	257,803	11,702	269,505	257,410	11,613	269,023	269,023	2023-09-14
8533	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	1	19,441	984	20,425	19,448	977	20,425	20,425	2023-09-14
8534	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	2	17,609	905	18,514	17,633	898	18,531	18,531	2023-09-14
8535	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	3	21,473	933	22,406	21,469	931	22,400	22,400	2023-09-14
8536	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	4	20,070	840	20,910	20,071	837	20,908	20,908	2023-09-14
8537	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	5	20,731	792	21,523	20,711	795	21,506	21,506	2023-09-14
8538	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	6	21,261	763	22,024	21,269	758	22,027	22,027	2023-09-14
8539	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	7	22,157	779	22,936	22,158	771	22,929	22,929	2023-09-14
8540	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	8	22,102	758	22,860	22,105	756	22,861	22,861	2023-09-14
8541	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	9	20,453	649	21,102	20,443	647	21,090	21,090	2023-09-14
8542	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	10	21,385	711	22,096	21,384	709	22,093	22,093	2023-09-14
8543	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	11	19,998	781	20,779	19,987	769	20,756	20,756	2023-09-14
8544	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	12	20,698	802	21,500	20,720	803	21,523	21,523	2023-09-14
8545	KDFW	DALLAS/FORT WORTH INTL ARPT	2015	TOTAL	247,378	9,697	257,075	247,398	9,651	257,049	257,049	2023-09-14
8546	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	1	20,270	887	21,157	20,244	884	21,128	21,128	2023-09-14
8547	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	2	18,951	795	19,746	18,936	788	19,724	19,724	2023-09-14
8548	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	3	21,224	884	22,108	21,260	879	22,139	22,139	2023-09-14
8549	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	4	20,053	729	20,782	20,055	724	20,779	20,779	2023-09-14
8550	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	5	21,602	777	22,379	21,578	786	22,364	22,364	2023-09-14
8551	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	6	22,139	821	22,960	22,119	816	22,935	22,935	2023-09-14
8552	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	7	23,694	900	24,594	23,689	835	24,524	24,524	2023-09-14
8553	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	8	23,838	766	24,604	23,832	793	24,625	24,625	2023-09-14
8554	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	9	22,313	696	23,009	22,316	693	23,009	23,009	2023-09-14
8555	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	10	22,800	728	23,528	22,740	732	23,472	23,472	2023-09-14
8556	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	11	20,810	729	21,539	20,813	725	21,538	21,538	2023-09-14
8557	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	12	21,413	858	22,271	21,403	860	22,263	22,263	2023-09-14
8558	KDFW	DALLAS/FORT WORTH INTL ARPT	2016	TOTAL	259,107	9,570	268,677	258,985	9,515	268,500	268,500	2023-09-14
8559	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	1	20,666	842	21,508	20,638	841	21,479	21,479	2023-09-14
8560	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	2	18,965	768	19,733	18,951	765	19,716	19,716	2023-09-14
8561	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	3	22,553	935	23,488	22,546	930	23,476	23,476	2023-09-14
8562	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	4	21,106	851	21,957	21,106	850	21,956	21,956	2023-09-14
8563	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	5	22,556	877	23,433	22,525	885	23,410	23,410	2023-09-14
8564	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	6	23,229	956	24,185	23,213	956	24,169	24,169	2023-09-14
8565	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	7	24,158	973	25,131	24,153	970	25,123	25,123	2023-09-14
8566	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	8	24,316	929	25,245	24,313	922	25,235	25,235	2023-09-14
8567	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	9	21,631	795	22,426	21,639	795	22,434	22,434	2023-09-14
8568	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	10	22,109	795	22,904	22,077	795	22,872	22,872	2023-09-14
8569	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	11	20,543	897	21,440	20,532	891	21,423	21,423	2023-09-14
8570	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	12	21,078	1,045	22,123	21,131	1,038	22,169	22,169	2023-09-14
8571	KDFW	DALLAS/FORT WORTH INTL ARPT	2017	TOTAL	262,910	10,663	273,573	262,824	10,638	273,462	273,462	2023-09-14
8572	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	1	20,983	1,006	21,989	20,937	1,004	21,941	21,941	2023-09-14
8573	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	2	18,857	878	19,735	18,844	866	19,710	19,710	2023-09-14
8574	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	3	22,034	1,080	23,114	22,038	1,076	23,114	23,114	2023-09-14
8575	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	4	21,759	987	22,746	21,739	987	22,726	22,726	2023-09-14
8576	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	5	22,816	991	23,807	22,829	991	23,820	23,820	2023-09-14
8577	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	6	24,085	1,129	25,214	24,073	1,128	25,201	25,201	2023-09-14
8578	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	7	24,848	1,125	25,973	24,828	1,125	25,953	25,953	2023-09-14
8579	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	8	24,878	1,073	25,951	24,862	1,069	25,931	25,931	2023-09-14
8580	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	9	22,858	936	23,794	22,847	932	23,779	23,779	2023-09-14
8581	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	10	23,912	871	24,783	23,890	875	24,765	24,765	2023-09-14
8582	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	11	22,035	899	22,934	22,004	896	22,900	22,900	2023-09-14
8583	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	12	22,320	1,010	23,330	22,336	1,015	23,351	23,351	2023-09-14
8584	KDFW	DALLAS/FORT WORTH INTL ARPT	2018	TOTAL	271,385	11,985	283,370	271,227	11,964	283,191	283,191	2023-09-14
8585	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	1	21,874	1,036	22,910	21,817	1,030	22,847	22,847	2023-09-14
8586	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	2	19,752	884	20,636	19,720	886	20,606	20,606	2023-09-14
8587	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	3	22,594	1,036	23,630	22,560	1,031	23,591	23,591	2023-09-14
8588	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	4	22,472	1,042	23,514	22,449	1,042	23,491	23,491	2023-09-14
8589	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	5	24,453	1,054	25,507	24,461	1,042	25,503	25,503	2023-09-14
8590	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	6	25,441	1,114	26,555	25,438	1,095	26,533	26,533	2023-09-14
8591	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	7	27,019	1,161	28,180	27,005	1,157	28,162	28,162	2023-09-14
8592	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	8	26,725	1,088	27,813	26,708	1,084	27,792	27,792	2023-09-14
8593	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	9	25,280	859	26,139	25,265	857	26,122	26,122	2023-09-14
8594	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	10	25,645	910	26,555	25,624	912	26,536	26,536	2023-09-14
8595	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	11	23,043	915	23,958	23,057	913	23,970	23,970	2023-09-14
8596	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	12	24,321	1,048	25,369	24,296	1,038	25,334	25,334	2023-09-14
8597	KDFW	DALLAS/FORT WORTH INTL ARPT	2019	TOTAL	288,619	12,147	300,766	288,400	12,087	300,487	300,487	2023-09-14
8598	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	1	23,249	1,061	24,310	23,186	1,060	24,246	24,246	2023-09-14
8599	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	2	21,779	1,011	22,790	21,773	1,011	22,784	22,784	2023-09-14
8600	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	3	20,557	836	21,393	20,603	832	21,435	21,435	2023-09-14
8601	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	4	8,243	1	8,244	8,252	1	8,253	8,253	2023-09-14
8602	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	5	8,703	 	8,703	8,715	 	8,715	8,715	2023-09-14
8603	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	6	11,171	5	11,176	11,175	5	11,180	11,180	2023-09-14
8604	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	7	15,824	115	15,939	15,804	118	15,922	15,922	2023-09-14
8605	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	8	18,670	170	18,840	18,643	167	18,810	18,810	2023-09-14
8606	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	9	16,362	171	16,533	16,375	172	16,547	16,547	2023-09-14
8607	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	10	18,352	223	18,575	18,321	222	18,543	18,543	2023-09-14
8608	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	11	18,306	379	18,685	18,310	374	18,684	18,684	2023-09-14
8609	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	12	18,426	464	18,890	18,424	467	18,891	18,891	2023-09-14
8610	KDFW	DALLAS/FORT WORTH INTL ARPT	2020	TOTAL	199,642	4,436	204,078	199,581	4,429	204,010	204,010	2023-09-14
8611	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	1	17,479	507	17,986	17,470	503	17,973	17,973	2023-09-14
8612	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	2	15,648	389	16,037	15,624	392	16,016	16,016	2023-09-14
8613	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	3	19,332	484	19,816	19,341	482	19,823	19,823	2023-09-14
8614	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	4	20,513	527	21,040	20,509	524	21,033	21,033	2023-09-14
8615	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	5	22,244	602	22,846	22,239	598	22,837	22,837	2023-09-14
8616	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	6	24,502	698	25,200	24,454	685	25,139	25,139	2023-09-14
8617	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	7	26,340	806	27,146	26,320	803	27,123	27,123	2023-09-14
8618	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	8	26,629	828	27,457	26,612	824	27,436	27,436	2023-09-14
8619	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	9	25,221	695	25,916	25,211	696	25,907	25,907	2023-09-14
8620	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	10	24,184	747	24,931	24,156	743	24,899	24,899	2023-09-14
8621	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	11	22,979	837	23,816	22,974	836	23,810	23,810	2023-09-14
8622	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	12	22,570	933	23,503	22,569	932	23,501	23,501	2023-09-14
8623	KDFW	DALLAS/FORT WORTH INTL ARPT	2021	TOTAL	267,641	8,053	275,694	267,479	8,018	275,497	275,497	2023-09-14
8624	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	1	20,508	926	21,434	20,476	920	21,396	21,396	2023-09-14
8625	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	2	19,899	806	20,705	19,881	807	20,688	20,688	2023-09-14
8626	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	3	22,384	967	23,351	22,367	960	23,327	23,327	2023-09-14
8627	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	4	21,708	960	22,668	21,714	949	22,663	22,663	2023-09-14
8628	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	5	23,210	937	24,147	23,224	933	24,157	24,157	2023-09-14
8629	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	6	24,190	1,106	25,296	24,176	1,099	25,275	25,275	2023-09-14
8630	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	7	25,049	1,169	26,218	25,058	1,156	26,214	26,214	2023-09-14
8631	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	8	25,111	1,124	26,235	25,091	1,105	26,196	26,196	2023-09-14
8632	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	9	24,670	957	25,627	24,644	956	25,600	25,600	2023-09-14
8633	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	10	25,068	926	25,994	25,039	925	25,964	25,964	2023-09-14
8634	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	11	23,388	939	24,327	23,368	942	24,310	24,310	2023-09-14
8635	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	12	22,510	1,076	23,586	22,459	1,070	23,529	23,529	2023-09-14
8636	KDFW	DALLAS/FORT WORTH INTL ARPT	2022	TOTAL	277,695	11,893	289,588	277,497	11,822	289,319	289,319	2023-09-14
8637	KDFW	DALLAS/FORT WORTH INTL ARPT	2023	1	22,878	1,047	23,925	22,862	1,052	23,914	23,914	2023-09-14
8638	KDFW	DALLAS/FORT WORTH INTL ARPT	2023	2	21,366	909	22,275	21,341	913	22,254	22,254	2023-09-14
8639	KDFW	DALLAS/FORT WORTH INTL ARPT	2023	3	24,837	1,161	25,998	24,819	1,156	25,975	25,975	2023-09-14
8640	KDFW	DALLAS/FORT WORTH INTL ARPT	2023	4	23,810	1,181	24,991	23,824	1,162	24,986	24,986	2023-09-14
8641	KDFW	DALLAS/FORT WORTH INTL ARPT	2023	5	25,171	1,110	26,281	25,174	1,096	26,270	26,270	2023-09-14
8642	KDFW	DALLAS/FORT WORTH INTL ARPT	2023	TOTAL	118,062	5,408	123,470	118,020	5,379	123,399	123,399	2023-09-14
8643	KORD	CHICAGO OHARE INTL ARPT	2002	10	18,939	497	19,436	18,973	467	19,440	19,440	2023-09-14
8644	KORD	CHICAGO OHARE INTL ARPT	2002	11	17,683	469	18,152	17,661	441	18,102	18,102	2023-09-14
8645	KORD	CHICAGO OHARE INTL ARPT	2002	12	19,168	510	19,678	19,194	470	19,664	19,664	2023-09-14
8646	KORD	CHICAGO OHARE INTL ARPT	2002	TOTAL	190,251	5,090	195,341	190,058	4,957	195,015	195,015	2023-09-14
8647	KORD	CHICAGO OHARE INTL ARPT	2003	1	19,163	531	19,694	19,168	504	19,672	19,672	2023-09-14
8648	KORD	CHICAGO OHARE INTL ARPT	2003	2	16,948	502	17,450	16,988	472	17,460	17,460	2023-09-14
8649	KORD	CHICAGO OHARE INTL ARPT	2003	3	17,813	529	18,342	17,826	496	18,322	18,322	2023-09-14
8650	KORD	CHICAGO OHARE INTL ARPT	2003	4	17,312	511	17,823	17,310	505	17,815	17,815	2023-09-14
8651	KORD	CHICAGO OHARE INTL ARPT	2003	5	17,876	546	18,422	17,782	542	18,324	18,324	2023-09-14
8652	KORD	CHICAGO OHARE INTL ARPT	2003	6	18,866	547	19,413	18,464	545	19,009	19,009	2023-09-14
8653	KORD	CHICAGO OHARE INTL ARPT	2003	7	19,907	582	20,489	19,929	578	20,507	20,507	2023-09-14
8654	KORD	CHICAGO OHARE INTL ARPT	2003	8	19,946	608	20,554	19,951	609	20,560	20,560	2023-09-14
8655	KORD	CHICAGO OHARE INTL ARPT	2003	9	18,745	563	19,308	18,741	562	19,303	19,303	2023-09-14
8656	KORD	CHICAGO OHARE INTL ARPT	2003	10	19,358	537	19,895	19,376	541	19,917	19,917	2023-09-14
8657	KORD	CHICAGO OHARE INTL ARPT	2003	11	18,475	482	18,957	18,428	481	18,909	18,909	2023-09-14
8658	KORD	CHICAGO OHARE INTL ARPT	2003	12	20,086	548	20,634	20,101	545	20,646	20,646	2023-09-14
8659	KORD	CHICAGO OHARE INTL ARPT	2003	TOTAL	224,495	6,486	230,981	224,064	6,380	230,444	230,444	2023-09-14
8660	KORD	CHICAGO OHARE INTL ARPT	2004	1	20,256	561	20,817	20,231	559	20,790	20,790	2023-09-14
8661	KORD	CHICAGO OHARE INTL ARPT	2004	2	19,489	534	20,023	19,450	532	19,982	19,982	2023-09-14
8662	KORD	CHICAGO OHARE INTL ARPT	2004	3	21,862	596	22,458	21,823	598	22,421	22,421	2023-09-14
8663	KORD	CHICAGO OHARE INTL ARPT	2004	4	20,889	558	21,447	20,880	554	21,434	21,434	2023-09-14
8664	KORD	CHICAGO OHARE INTL ARPT	2004	5	21,546	603	22,149	21,516	596	22,112	22,112	2023-09-14
8665	KORD	CHICAGO OHARE INTL ARPT	2004	6	22,032	566	22,598	22,003	567	22,570	22,570	2023-09-14
8666	KORD	CHICAGO OHARE INTL ARPT	2004	7	23,002	582	23,584	22,988	579	23,567	23,567	2023-09-14
8667	KORD	CHICAGO OHARE INTL ARPT	2004	8	22,980	578	23,558	22,948	573	23,521	23,521	2023-09-14
8668	KORD	CHICAGO OHARE INTL ARPT	2004	9	20,845	498	21,343	20,843	475	21,318	21,318	2023-09-14
8669	KORD	CHICAGO OHARE INTL ARPT	2004	10	20,788	533	21,321	20,799	506	21,305	21,305	2023-09-14
8670	KORD	CHICAGO OHARE INTL ARPT	2004	11	19,399	533	19,932	19,376	529	19,905	19,905	2023-09-14
8671	KORD	CHICAGO OHARE INTL ARPT	2004	12	20,956	623	21,579	20,958	622	21,580	21,580	2023-09-14
8672	KORD	CHICAGO OHARE INTL ARPT	2004	TOTAL	254,044	6,765	260,809	253,815	6,690	260,505	260,505	2023-09-14
8673	KORD	CHICAGO OHARE INTL ARPT	2005	1	20,242	648	20,890	20,199	651	20,850	20,850	2023-09-14
8674	KORD	CHICAGO OHARE INTL ARPT	2005	2	18,791	580	19,371	18,805	584	19,389	19,389	2023-09-14
8675	KORD	CHICAGO OHARE INTL ARPT	2005	3	21,553	661	22,214	21,559	658	22,217	22,217	2023-09-14
